"No.","Time","Source","Destination","Protocol","Length","Info"
"1596","6.595001881","206.123.170.175","128.135.24.73","TLSv1.2","156","Application Data"
"1597","6.595132557","206.123.170.175","128.135.24.73","TLSv1.2","153","Application Data"
"1603","6.629682358","128.135.24.73","206.123.170.175","TLSv1.2","10906","Application Data"
"1604","6.629833655","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10016 Ack=2275792 Win=3144704 Len=0"
"1607","6.632036855","206.123.170.175","128.135.24.73","TLSv1.2","160","Application Data"
"1609","6.634561419","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2275792 Ack=9602 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1610","6.634606311","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2281632 Ack=9602 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1611","6.634615068","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10122 Ack=2281632 Win=3141760 Len=0"
"1612","6.634622515","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10122 Ack=2287472 Win=3144704 Len=0"
"1613","6.634705715","128.135.24.73","206.123.170.175","TLSv1.2","4787","Application Data"
"1614","6.634705745","128.135.24.73","206.123.170.175","TLSv1.2","6160","Application Data"
"1615","6.634801396","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10122 Ack=2298311 Win=3144704 Len=0"
"1616","6.637216746","206.123.170.175","128.135.24.73","TLSv1.2","149","Application Data"
"1617","6.638146409","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=2298311 Ack=9707 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1618","6.638180866","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10217 Ack=2301231 Win=3144704 Len=0"
"1619","6.638510717","128.135.24.73","206.123.170.175","TLSv1.2","12333","Application Data"
"1620","6.638548544","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10217 Ack=2313510 Win=3144704 Len=0"
"1621","6.639742957","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2313510 Ack=9815 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1622","6.640080918","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1623","6.640080939","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2329923 Ack=9815 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1624","6.640352213","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1625","6.640352262","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1626","6.640365904","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2346529 Ack=9815 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1627","6.640717447","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1628","6.640717491","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=2362942 Ack=9815 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1629","6.640984974","128.135.24.73","206.123.170.175","TLSv1.2","12087","Application Data"
"1630","6.641013717","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1631","6.641013735","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=2379420 Ack=9815 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1632","6.641244189","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10217 Ack=2383800 Win=3095296 Len=0"
"1633","6.641287370","128.135.24.73","206.123.170.175","TLSv1.2","12087","Application Data"
"1634","6.641304178","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2395833 Ack=9815 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1635","6.641411404","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10217 Ack=2401673 Win=3099136 Len=0"
"1636","6.641659180","128.135.24.73","206.123.170.175","TLSv1.2","7714","Application Data"
"1637","6.641671087","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10217 Ack=2409333 Win=3115136 Len=0"
"1638","6.642046674","206.123.170.175","128.135.24.73","TLSv1.2","151","Application Data"
"1639","6.643889917","206.123.170.175","128.135.24.73","TLSv1.2","158","Application Data"
"1641","6.654766110","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2409333 Ack=10016 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1642","6.654830363","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2415173 Win=3144704 Len=0"
"1643","6.654962566","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1644","6.654972731","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2425746 Win=3144704 Len=0"
"1645","6.655033230","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=2425746 Ack=10016 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1646","6.655084825","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2430126 Win=3144704 Len=0"
"1647","6.655392774","128.135.24.73","206.123.170.175","TLSv1.2","12087","Application Data"
"1648","6.655406697","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1649","6.655406720","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2442352 Ack=10016 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1650","6.655412302","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2442159 Win=3144704 Len=0"
"1651","6.655434338","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2449652 Win=3144704 Len=0"
"1652","6.655584812","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1653","6.655926178","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1654","6.655936668","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1655","6.656278158","128.135.24.73","206.123.170.175","TLSv1.2","16256","Application Data"
"1656","6.656338391","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2491445 Win=3122432 Len=0"
"1657","6.656572887","128.135.24.73","206.123.170.175","TCP","10274","443  >  41816 [ACK] Seq=2491445 Ack=10016 Win=64128 Len=10220 [TCP segment of a reassembled PDU]"
"1658","6.656586634","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2501665 Win=3138944 Len=0"
"1659","6.656845161","128.135.24.73","206.123.170.175","TLSv1.2","6247","Application Data"
"1660","6.656845185","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=2507858 Ack=10016 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1661","6.656883691","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2516618 Win=3128320 Len=0"
"1662","6.657174079","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1663","6.657174101","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1664","6.657174119","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2524464 Ack=10016 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1665","6.657188533","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2524271 Win=3139840 Len=0"
"1666","6.657200249","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2530304 Win=3144704 Len=0"
"1667","6.657514689","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1668","6.657532806","128.135.24.73","206.123.170.175","TLSv1.2","4634","Application Data"
"1669","6.657553778","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10418 Ack=2545457 Win=3144704 Len=0"
"1670","6.658937834","206.123.170.175","128.135.24.73","TLSv1.2","151","Application Data"
"1671","6.659696827","206.123.170.175","128.135.24.73","TLSv1.2","165","Application Data"
"1686","6.691920051","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2545457 Ack=10122 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1687","6.691989024","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=2551297 Ack=10122 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1688","6.692072582","128.135.24.73","206.123.170.175","TLSv1.2","1867","Application Data"
"1689","6.692114388","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10626 Ack=2561870 Win=3144704 Len=0"
"1690","6.692148800","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2561870 Ack=10122 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1691","6.692243312","128.135.24.73","206.123.170.175","TLSv1.2","8260","Application Data"
"1692","6.692460922","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10626 Ack=2575916 Win=3144704 Len=0"
"1693","6.697064359","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=2575916 Ack=10217 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1694","6.697172907","128.135.24.73","206.123.170.175","TLSv1.2","13547","Application Data"
"1695","6.697345348","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10626 Ack=2592329 Win=3144704 Len=0"
"1696","6.697634879","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1697","6.697669321","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1698","6.697669456","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10626 Ack=2608742 Win=3134080 Len=0"
"1699","6.697837198","206.123.170.175","128.135.24.73","TLSv1.2","160","Application Data"
"1700","6.697933000","128.135.24.73","206.123.170.175","TCP","14654","443  >  41816 [ACK] Seq=2608935 Ack=10217 Win=64128 Len=14600 [TCP segment of a reassembled PDU]"
"1701","6.698142387","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10732 Ack=2623535 Win=3144704 Len=0"
"1702","6.698200375","128.135.24.73","206.123.170.175","TLSv1.2","1867","Application Data"
"1703","6.698200469","128.135.24.73","206.123.170.175","TCP","13194","443  >  41816 [ACK] Seq=2625348 Ack=10217 Win=64128 Len=13140 [TCP segment of a reassembled PDU]"
"1704","6.698276802","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10732 Ack=2638488 Win=3144704 Len=0"
"1705","6.698517905","128.135.24.73","206.123.170.175","TLSv1.2","3327","Application Data"
"1706","6.698517954","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1707","6.698518031","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1708","6.698650243","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10732 Ack=2658239 Win=3130752 Len=0"
"1709","6.698869951","128.135.24.73","206.123.170.175","TLSv1.2","12776","Application Data"
"1710","6.698884699","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10732 Ack=2670961 Win=3137024 Len=0"
"1711","6.701676828","128.135.24.73","206.123.170.175","TLSv1.2","6984","Application Data"
"1712","6.701720203","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10732 Ack=2677891 Win=3140864 Len=0"
"1713","6.702294851","206.123.170.175","128.135.24.73","TLSv1.2","160","Application Data"
"1717","6.703679097","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2677891 Ack=10418 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1718","6.703777906","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1720","6.703846589","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=2694304 Ack=10418 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1721","6.704222465","128.135.24.73","206.123.170.175","TLSv1.2","5375","Application Data"
"1722","6.704407560","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=10838 Ack=2704005 Win=3127296 Len=0"
"1723","6.706926489","206.123.170.175","128.135.24.73","TLSv1.2","169","Application Data"
"1726","6.710320596","206.123.170.175","128.135.24.73","TLSv1.2","173","Application Data"
"1727","6.718763107","128.135.24.73","206.123.170.175","TLSv1.2","11276","Application Data"
"1728","6.718988614","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11072 Ack=2715227 Win=3144704 Len=0"
"1729","6.719390037","128.135.24.73","206.123.170.175","TLSv1.2","3574","Application Data"
"1730","6.719441670","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11072 Ack=2718747 Win=3144704 Len=0"
"1734","6.726792257","206.123.170.175","128.135.24.73","TLSv1.2","168","Application Data"
"1735","6.728102637","206.123.170.175","128.135.24.73","TLSv1.2","163","Application Data"
"1743","6.757397490","128.135.24.73","206.123.170.175","TLSv1.2","1867","Application Data"
"1744","6.757591186","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11295 Ack=2720560 Win=3144704 Len=0"
"1745","6.762209566","128.135.24.73","206.123.170.175","TLSv1.2","6816","Application Data"
"1746","6.762336530","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11295 Ack=2727322 Win=3144704 Len=0"
"1747","6.763461584","206.123.170.175","128.135.24.73","TLSv1.2","173","Application Data"
"1750","6.766484373","128.135.24.73","206.123.170.175","TLSv1.2","2586","Application Data"
"1751","6.766754958","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11414 Ack=2729854 Win=3144704 Len=0"
"1752","6.767858707","206.123.170.175","128.135.24.73","TLSv1.2","163","Application Data"
"1753","6.769991504","128.135.24.73","206.123.170.175","TLSv1.2","2969","Application Data"
"1754","6.770658434","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11523 Ack=2732769 Win=3144704 Len=0"
"1755","6.773730812","206.123.170.175","128.135.24.73","TLSv1.2","162","Application Data"
"1758","6.775609042","206.123.170.175","128.135.24.73","TLSv1.2","159","Application Data"
"1766","6.786515683","128.135.24.73","206.123.170.175","TLSv1.2","4575","Application Data"
"1767","6.786710503","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11736 Ack=2737290 Win=3144704 Len=0"
"1768","6.787667613","128.135.24.73","206.123.170.175","TLSv1.2","1192","Application Data"
"1769","6.793095374","206.123.170.175","128.135.24.73","TLSv1.2","153","Application Data"
"1770","6.794414244","206.123.170.175","128.135.24.73","TLSv1.2","153","Application Data"
"1781","6.823241128","128.135.24.73","206.123.170.175","TLSv1.2","3026","Application Data"
"1782","6.823439440","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11934 Ack=2741400 Win=3144704 Len=0"
"1783","6.827457268","128.135.24.73","206.123.170.175","TLSv1.2","2306","Application Data"
"1784","6.827667872","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=11934 Ack=2743652 Win=3144704 Len=0"
"1785","6.831166002","206.123.170.175","128.135.24.73","TLSv1.2","153","Application Data"
"1786","6.832476775","206.123.170.175","128.135.24.73","TLSv1.2","150","Application Data"
"1787","6.833301166","128.135.24.73","206.123.170.175","TLSv1.2","1541","Application Data"
"1789","6.833438314","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12129 Ack=2745139 Win=3144704 Len=0"
"1790","6.835474120","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2745139 Ack=11736 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1791","6.835533867","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2752439 Ack=11736 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1792","6.835642514","128.135.24.73","206.123.170.175","TLSv1.2","1867","Application Data"
"1793","6.835720967","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=2761552 Ack=11736 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1794","6.835802170","128.135.24.73","206.123.170.175","TCP","10274","443  >  41816 [ACK] Seq=2764472 Ack=11736 Win=64128 Len=10220 [TCP segment of a reassembled PDU]"
"1795","6.835895849","128.135.24.73","206.123.170.175","TLSv1.2","3327","Application Data"
"1796","6.835895941","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1797","6.835896051","128.135.24.73","206.123.170.175","TLSv1.2","3665","Application Data"
"1798","6.836855571","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12129 Ack=2781769 Win=3119104 Len=0"
"1799","6.840945481","206.123.170.175","128.135.24.73","TLSv1.2","158","Application Data"
"1800","6.842119861","206.123.170.175","128.135.24.73","TLSv1.2","151","Application Data"
"1802","6.852946324","128.135.24.73","206.123.170.175","TCP","13194","443  >  41816 [ACK] Seq=2781769 Ack=11835 Win=64128 Len=13140 [TCP segment of a reassembled PDU]"
"1803","6.853037668","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12330 Ack=2794909 Win=3144704 Len=0"
"1804","6.853065911","128.135.24.73","206.123.170.175","TLSv1.2","3327","Application Data"
"1805","6.853082491","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12330 Ack=2798182 Win=3144704 Len=0"
"1806","6.853342214","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1807","6.853360667","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1808","6.853377950","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12330 Ack=2814788 Win=3144704 Len=0"
"1809","6.853512747","128.135.24.73","206.123.170.175","TCP","11734","443  >  41816 [ACK] Seq=2814788 Ack=11835 Win=64128 Len=11680 [TCP segment of a reassembled PDU]"
"1810","6.853537382","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12330 Ack=2826468 Win=3144704 Len=0"
"1811","6.853886605","128.135.24.73","206.123.170.175","TLSv1.2","2471","Application Data"
"1812","6.853943077","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12330 Ack=2828885 Win=3144704 Len=0"
"1813","6.854257048","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2828885 Ack=11934 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1814","6.854353946","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12330 Ack=2836185 Win=3144704 Len=0"
"1815","6.854377931","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1816","6.854414188","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12330 Ack=2845298 Win=3144704 Len=0"
"1817","6.854456539","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=2845298 Ack=11934 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1818","6.854552468","128.135.24.73","206.123.170.175","TCP","11734","443  >  41816 [ACK] Seq=2846758 Ack=11934 Win=64128 Len=11680 [TCP segment of a reassembled PDU]"
"1819","6.854601464","128.135.24.73","206.123.170.175","TLSv1.2","2881","Application Data"
"1820","6.854702268","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12330 Ack=2861265 Win=3144704 Len=0"
"1821","6.860903211","206.123.170.175","128.135.24.73","TLSv1.2","178","Application Data"
"1822","6.861983859","206.123.170.175","128.135.24.73","TLSv1.2","165","Application Data"
"1823","6.890958932","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=2861265 Ack=12033 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1824","6.891043320","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1825","6.891043418","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=2877678 Ack=12033 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1826","6.891114825","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12565 Ack=2879138 Win=3133184 Len=0"
"1827","6.891154299","128.135.24.73","206.123.170.175","TLSv1.2","3515","Application Data"
"1828","6.891434398","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12565 Ack=2882599 Win=3144704 Len=0"
"1829","6.892304645","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2882599 Ack=12129 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1830","6.892354701","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=2889899 Ack=12129 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1831","6.892374607","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12565 Ack=2894279 Win=3144704 Len=0"
"1832","6.892455021","128.135.24.73","206.123.170.175","TLSv1.2","4787","Application Data"
"1833","6.892491966","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12565 Ack=2899012 Win=3144704 Len=0"
"1834","6.892640518","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2899012 Ack=12129 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1835","6.892689377","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12565 Ack=2904852 Win=3144704 Len=0"
"1836","6.892722107","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1837","6.892735552","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1838","6.893251967","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1839","6.893600755","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1840","6.893628627","128.135.24.73","206.123.170.175","TLSv1.2","941","Application Data, Application Data"
"1841","6.894403817","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12565 Ack=2949331 Win=3121536 Len=0"
"1842","6.898450301","206.123.170.175","128.135.24.73","TLSv1.2","163","Application Data"
"1843","6.898972001","206.123.170.175","128.135.24.73","TLSv1.2","163","Application Data"
"1844","6.900747731","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2949331 Ack=12233 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1845","6.900827297","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12783 Ack=2956631 Win=3144704 Len=0"
"1846","6.901025936","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1847","6.901026012","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2965744 Ack=12233 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1848","6.901061025","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12783 Ack=2973044 Win=3144704 Len=0"
"1849","6.901389181","128.135.24.73","206.123.170.175","TLSv1.2","4493","Application Data"
"1850","6.901423820","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12783 Ack=2977483 Win=3144704 Len=0"
"1851","6.901981513","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2977483 Ack=12330 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1852","6.902041873","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12783 Ack=2984783 Win=3144704 Len=0"
"1853","6.902055533","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1854","6.902079105","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12783 Ack=2993896 Win=3144704 Len=0"
"1855","6.902255272","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=2993896 Ack=12330 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1856","6.902267820","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12783 Ack=2998276 Win=3144704 Len=0"
"1857","6.902344032","128.135.24.73","206.123.170.175","TLSv1.2","12087","Application Data"
"1858","6.902354194","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1859","6.902751215","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1860","6.902778921","128.135.24.73","206.123.170.175","TLSv1.2","3029","Application Data"
"1861","6.905747573","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=12783 Ack=3029890 Win=3131648 Len=0"
"1862","6.907625211","206.123.170.175","128.135.24.73","TLSv1.2","168","Application Data"
"1863","6.908215246","206.123.170.175","128.135.24.73","TLSv1.2","184","Application Data"
"1864","6.920807819","128.135.24.73","206.123.170.175","TCP","14654","443  >  41816 [ACK] Seq=3029890 Ack=12454 Win=64128 Len=14600 [TCP segment of a reassembled PDU]"
"1865","6.920974632","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13027 Ack=3044490 Win=3144704 Len=0"
"1866","6.921082361","128.135.24.73","206.123.170.175","TLSv1.2","1867","Application Data"
"1867","6.921082467","128.135.24.73","206.123.170.175","TLSv1.2","6720","Application Data"
"1868","6.921119588","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13027 Ack=3052969 Win=3144704 Len=0"
"1869","6.921806853","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=3052969 Ack=12565 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1870","6.921842957","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13027 Ack=3058809 Win=3144704 Len=0"
"1871","6.922165183","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1872","6.922206856","128.135.24.73","206.123.170.175","TLSv1.2","6639","Application Data"
"1873","6.922346443","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13027 Ack=3075967 Win=3144704 Len=0"
"1874","6.927302018","206.123.170.175","128.135.24.73","TLSv1.2","189","Application Data"
"1875","6.928103523","206.123.170.175","128.135.24.73","TLSv1.2","190","Application Data"
"1878","6.958166288","128.135.24.73","206.123.170.175","TLSv1.2","1135","Application Data"
"1879","6.960132602","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=3077048 Ack=12783 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1880","6.960202238","128.135.24.73","206.123.170.175","TLSv1.2","6671","Application Data"
"1881","6.961786092","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13298 Ack=3090965 Win=3144704 Len=0"
"1882","6.967304907","206.123.170.175","128.135.24.73","TLSv1.2","163","Application Data"
"1883","6.967358289","128.135.24.73","206.123.170.175","TLSv1.2","1987","Application Data"
"1884","6.967448108","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3092898 Win=3144704 Len=0"
"1885","6.968996314","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=3092898 Ack=13027 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1886","6.969043799","128.135.24.73","206.123.170.175","TLSv1.2","6168","Application Data"
"1887","6.970119479","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=13407 Ack=3104852 Win=3144704 Len=0"
"1888","6.987579251","128.135.24.73","206.123.170.175","TLSv1.2","6571","Application Data"
